ID,name,nationality,art_movement,birth_date,death_date,age,century,zodiac,birth_country,birth_city,birth_continent,death_country,death_city,field,genre,marriage,art_institution,teaching,awards
375,Rafa al-Nasiri,Iraqi,Pan-Arab modern art,1905/4/23,2013/12/7,73,20th-21st,,Iraq,Tikrit,Asia,Jordan,Amman,Drawing||Education||Literature||Painting||Printmaking,Political||Social Realism,,Baghdad’s Institute of Fine Arts||Beijing’s Central Academy of Fine Arts,0,0
376,Victor Vasarely,French||Hungarian,Op art,1906/4/9,1997/3/15,90,20th,Aries,Hungary,Pécs,Europe,France,Paris,Graphic Design||Sculpture,Abstract,Married,private Podolini-Volkmann Academy,0,0
377,Robert Motherwell,American,Abstract Expressionism||New York School,1915/2/24,1991/7/16,76,20th,Pisces,United States,Aberdeen,North America,United States,Provincetown,Film||Painting||Printmaking,Abstract,Married,California School of Fine Arts||Harvard||Columbia University,0,0
378,William Thomas Kinkade III,American,American scene painting,1958/1/19,2012/4/6,54,20th-21st,,United States,Sacramento,North America,United States,Monte Sereno,Painting,Environmental||Other,Separated,Art Center College of Design,0,0
379,Frank Graham Bell,South African,Euston Road School||Realism,1910/11/21,1943/8/9,32,20th,Scorpio,South Africa,Durban||Transvaal,Africa,United Kingdom,,Literature||Others||Painting,Landscape||Portrait||Still Life,,Durban Art School,0,0
380,Oswaldo Vigas,Venezuelan,Abstraction||Constructivism,1923/8/4,2014/4/22,90,20th-21st,Leo,Venezuela,Carabobo,South America,Venezuela,Caracas,Ceramics||Drawing||Others||Painting||Sculpture,Abstract||Figurative,Married,Taller Libre de Artes||Escuela de Artes Plasticas Cristobal Rojas||Ecole des Beaux-Arts (Paris),0,1
381,Kiki Smith,American||German,,1954/1/18,,,,,Germany,Nuremberg,North America,,,Printmaking||Sculpture,,,Hartford Art School,0,0
382,Afro Libio Basaldella,Italian,Neo-Cubism||Scuola Romana,1912/3/4,1976/7/24,64,20th,Pisces,Italy,Udine,Europe,Switzerland,Zurich,Painting,Abstract,,,1,1
383,Carlos Cruz-Diez,Venezuelan,Kinetic Art||Op Art,1923/8/17,,,,Leo,Venezuela,Caracas,South America,,,Graphic Design||Visual,,,School of Plastic and Applied Arts,1,0
384,Anthony Peter Smith,American,Minimalist,1912/9/23,1980/12/26,68,20th,Libra,United States,South Orange,North America,,,Architecture||Sculpture||Visual,Abstract,,Art Students League of New York||New Bauhaus,0,0
385,Max Bill,Swiss,Modern Movement,1908/12/22,1994/12/9,85,20th,,Switzerland,Winterthur,Europe,Germany,Berlin,Architecture||Graphic Design||Others||Painting||Sculpture,Abstract,,,1,1
386,Lygia Pape,Brazilian,Concrete||Neo-Concrete,1927/4/7,2004/5/3,77,20th-21st,Aries,Brazil,Nova Friburgo,South America,Brazil,Rio de Janeiro,Film||Printmaking||Sculpture,,,,1,0
387,Frederick Hammersley,American,Abstract Art,1919/2/5,2009/5/31,90,20th-21st,Aquarius,United States,Salt Lake City,North America,United States,Albuquerque,Painting,Abstract,,Chouinard Art Institute||Jepson Art Institute||Ecole des Beaux-Arts,1,2
388,Joseph Cornell,American,Assemblage||Avant-garde||Surrealism,1903/12/24,1972/12/29,69,20th,,United States,Nyack,North America,United States,New York City,Film||Others,Avant Garde Experimental||Film,,,0,0
389,Dorothea Foster Black || Dorrit Black,Australian,Cubism||Modernism,1891/12/23,1951/9/13,59,19th-20th,,Australia,Burnside,Australia,Australia,Adelaide,Painting||Printmaking,Landscape||Portrait,,South Australian School of Arts and Crafts || Julian Ashton’s Sydney Art School || Grosvenor School of Modern Art || André Lhote’s Academy,0,0
390,Jacques Villon||Gaston Duchamp||Emile Méry Frédéric Gaston Duchamp,French,Abstract Impressionism||Cubism||Fauvism,1875/7/31,1963/6/9,88,19th-20th,Leo,France,Damville,Europe,,,Painting||Printmaking,Abstract,,University of Paris,0,0
391,Sergei Parajanov,Armenian||Ukrainian,,1924/2/9,1990/7/21,66,20th,Aquarius,Georgia,Tbilisi,Asia,Armenia,Erevan,Film||Others,,,VGIK,0,6
392,Joan Snyder,American,Abstract Art,1940/4/16,,,,Aries,United States,New York,North America,,,Painting,Abstract||Landscape||Portrait,Remarried,Douglass College||Rutgers University,0,4
393,Dana Schutz,American,,1905/5/29,,,,Gemini,United States,Livonia,North America,,,Painting,,,Cleveland Institute of Art||Norwich School of Art and Design,0,0
394,Daniel Buren,French,Conceptual Art||Minimalism,1938/3/25,,,,Aries,France,Boulogne-Billancourt,,,,Conceptual,Avant Garde Experimental,,"Ecole Nationale Superieure des Metiers d'Art in Paris,",0,0
395,Oscar Agustín Alejandro Schulz Solari,Argentinean,Concrete||Non-objective,1887/12/14,1963/4/9,75,19th-20th,Sagittarius,Argentina,San Fernando,South America,Argentina,Tigre,Painting||Printmaking,Abstract,,,0,0
396,Yves Gaucher,Canadian,Abstract Art,1934/2/4,2000/9/8,66,20th-21st,Aquarius,Canada,Montreal,North America,Canada,Montreal,Painting||Printmaking,,,College Brebeuf in Montreal,0,1
397,James Turrell,American,Light and Space,1943/5/6,,,,Taurus,United States,Los Angeles,North America,,,Environment,,,Pomona College,0,2
398,Cornelia Ann Parker,English,,,,,,,,,,,,Installation||Sculpture,,,Gloucestershire College of Art and Design||Wolverhampton Polytechnic||Reading University,0,0
399,Elsa Hildegard Baroness von Freytag-Loringhoven,German,Dadaism,1874/7/12,1927/12/15,53,19th-20th,Sagittarius,Germany,Swinemünde,Europe,,,Literature||Performance,Avant Garde Experimental,,Dachau,0,0
400,Samia A. Halaby,Palestinians,Abstract Art,1936/12/12,,,,Sagittarius,Palestinian,Jerusalem,Asia,,,Painting,Abstract||Narrative,,,1,0
401,Nancy Graves,American,,1939/12/23,1995/10/21,55,20th,,United States,Pittsfield,North America,,,Film||Painting||Printmaking||Sculpture,,,Yale University,0,0
402,Kent Bellows,American,Realism,1949/6/26,2005/12/14,56,20th-21st,Cancer,United States,Blair,North America,,,Illustration||Painting,Abstract||Figurative,Married,,0,0
403,Antonio Sicurezza,Italian,Italian figurative art,1905/2/25,1979/8/29,74,20th,Pisces,Italy,Santa Maria Capua Vetere,Europe,,,Painting,Landscape||Nude||Portrait||Religious||Still Life,,"Academy of Fine Arts, Naples",0,0
404,LeRoy Neiman,American,Expressionism,1921/6/8,2012/6/20,91,20th-21st,Gemini,United States,Saint Paul,North America,United States,New York City,Illustration||Painting,Other,,St. Paul School of Art||School of the Art Institute of Chicago,1,0
405,Enrico Castellani,Italian,Azimuth||Zero,1930/8/4,,,,Leo,Italy,Castelmassa,Europe,,,Architecture||Painting||Sculpture,Abstract,,Academie Royale des Beaux-Arts,0,1
406,Philippe Halsman,American,Surrealism,1906/5/2,1979/6/25,73,20th,Aquarius,Russian Empire||Latvia,Riga,Europe,United States,New York City,Photography,Portrait,,,0,0
407,Ali Omar Ermes,Libyan,,1905/4/28,,,,Taurus,Libyan,,Africa,,,Literature||Social,Cultural and Regional Themes||Social Realism,,Plymouth School of art and design,0,0
408,Haralampi G. Oroschakoff,Austrian,Conceptualism,1905/5/8,,,,Taurus,Bulgaria,Sofia,Europe,,,Literature||Painting||Social,,Remarried,Academy of Fine Arts Vienna,0,4
409,Victor Brauner,Jewish||Romanian,Surrealism,1903/6/15,1966/3/12,62,20th,Gemini,Romania,Piatra Neamt,Europe,France,Paris,Painting||Sculpture,Landscape||Portrait||Surrealist,,"National School of Fine Arts,Bucharest|| Horia Igirosanu private school of painting",0,0
410,Phyllida Barlow,British,,1944/1/1,,,,,United Kingdom,Newcastle upon Tyne,Europe,,,Sculpture,Abstract,,Chelsea College of Art||Slade School of Fine Art,0,0
411,Chaim Goldberg,Polish-Jewish,,1917/3/20,2004/6/26,87,20th-21st,Pisces,Poland,Kazimierz Dolny,Europe,United States,,Painting||Printmaking||Sculpture,,,"Józef Mehoffer School for Fine Arts||Academy of Fine Arts, Warsaw",0,0
412,Claude Viallat,French,Support/Surfaces,1905/4/19,,,,Aries,France,Nimes,Europe,,,Painting,Abstract,Married,e Ecole Nationale Superieure des Beaux-Arts,1,1
413,Mona Hatoum,Palestinian,,,,,,,Lebanon,Beirut,Asia,,,Digital Art||Installation,,,Byam Shaw School of Art||Slade School of Fine Art,0,0
414,Irma Stern,South African,Expressionism,1905/3/8,1966/8/23,61,20th,Pisces,South Africa,Schweizer-Reneke,Africa,South Africa,Cape Town,Painting,,Divorced,Weimar Academy||Levin-Funcke Studio||Novembergruppe,0,0
415,John Roddam Spencer Stanhope,English,Aestheticism||British Symbolism||Pre-Raphaelite,1829/1/20,1908/8/2,79,19th-20th,Aquarius,England,Yorkshire,Europe,Italy,Florence,Painting,Allegorical||Contemporary||Mythological||Religious,,Oxford,0,0
416,Wade Guyton,American,Post-conceptual,1905/5/25,,,,Gemini,United States,Hammond,North America,,,Painting,Abstract||Avant Garde Experimental,,Hunter College's MFA program,0,0
417,Charles Hinman,American,Abstract Minimalism,1905/4/15,,,,Aries,United States,Cleveland,North America,,,Painting,Abstract,,Yale University School of Ar,1,0
418,Lenore Tawney,American,Fiber art,1907/5/10,2007/9/24,100,20th-21st,Taurus,United States,Lorain,North America,United States,New York City,Textile Art,Architecture,Married,Chicago Institute of Design||University of Illinois||Penland School of Crafts,0,0
419,Georg,Austrian,,1946/5/4,,,,Aries,Austria,,Europe,,,Painting,Landscape||Narrative,,Gilardo Gilardi Conservatory of Music,0,0
420,Sister Esther Newport,American,,1901/1/1,1986/1/1,85,20th,,United States,Clinton,North America,,,Education||Painting||Sculpture,Religious,,Saint Mary-of-the-Woods College||School of the Art Institute of Chicago||Syracuse University,0,0
421,Samuel John Peploe,Scottish,Post-Impressionism,1871/1/27,1935/10/11,64,19th-20th,Aquarius,Scotland,Edinburgh,Europe,Scotland,Edinburgh,Painting,Landscape||Still Life,,Royal Scottish Academy||Académie Julian||Académie Colarossi,0,0
422,Robert Del Naja,British,Stencil graffiti||Trip hop,1965/1/21,,,,Aquarius,United Kingdom,,Europe,,,Conceptual||Music,Pop Art,,The Wild Bunch||Massive Attack,0,0
423,Qi Baishi,Chinese,,1864/1/1,1957/9/16,93,19th-20th,,China,Xiangtan,Asia,China,Beijing,Painting||Printmaking,Animal||Landscape,,,0,0
424,K?the Kollwitz,German,Expressionism,1867/7/8,1945/4/22,77,19th-20th,Leo,Prussia,K?nigsberg,Europe,,,Painting||Printmaking||Sculpture,,,Art school for women in Berlin||Women's Art School in Munich,0,0
425,Alice Aycock,American,Land Art,1946/11/20,,,,Scorpio,United States,Harrisburg,North America,,,Installation||Sculpture,Environmental||Social Realism,,"Hunter College, City University of New York",0,0
426,Günther F?rg,German,Abstract Art,1952/12/5,2013/12/5,61,20th-21st,Sagittarius,Germany,Fussen,Europe,Germany,Munich,Graphic Design||Painting||Photography||Sculpture,Abstract,,Akademie der Bildenden Kunste,1,0
427,Lee Bontecou,American,Abstract Art,1931/1/15,,,,,United States,Providence,North America,,,Printmaking||Sculpture,Abstract,,Yale University School of Art,1,0
428,Fernando Carlo,American,,1905/5/21,,,,Gemini,United States,New York City,North America,,,Conceptual,,,,0,0
429,Edward Hopper,American,Impressionism||Realism,1882/7/22,1967/5/15,84,19th-20th,Cancer,United States,Upper Nyack,North America,,,Painting||Printmaking,Environmental||Landscape,,New York School of Art and Design,0,0
430,Peter Halley,American,Neo-Conceptualism,1953/9/24,,,,Libra,United States,New York City,North America,,,Painting||Printmaking,Abstract,,Yale University School of Art,0,0
431,Alice Phillipot (Alice Rahon),French||Mexican,Surrealism,1904/6/8,1987/9/1,,,Gemini,France,Saint-Brieuc,Europe,Mexico,Mexico City,Literature||Painting,,,,0,0
432,Robert Ryman,American,Conceptual art||Minimalism||Monochrome painting,1930/5/30,,,,Gemini,United States,Nashville,North America,,,Painting||Printmaking,Abstract,,,0,0
433,Kathleen Petyarre,Australian,Abstract Expressionism,,,,,,Australia,Atnangkere,Australia,,,Painting||Textile Art,Abstract,,,0,0
434,"Bastiaan Johan Christiaan ""Bas Jan"" Ader",Dutch,Conceptual Art,1942/4/19,,,,Aries,Netherlands,Drieborg,Europe,,,Conceptual||Film||Performance||Photography,Avant Garde Experimental||Film,,Gerrit Rietveld Academy || Otis College of Art and Design || Claremont Graduate University,0,0
435,Yves Klein,French,Nouveau réalisme,1928/4/28,1962/6/6,34,20th,Taurus,France,Nice,Europe,France,Paris,Painting||Performance,Abstract,Married,,0,0
436,Toko Shinoda,Japanese,Abstract Expressionism,1913/3/28,2021/3/1,107,20th-21st,Aries,China,Dalian,Asia,Japan,Tokyo,Painting||Printmaking,Abstract||Illustration,Married,,0,0
437,Otto Piene,German,Kinetic||Technology-based||ZERO,1928/4/18,2014/7/17,86,20th-21st,Aries,Germany,Magdeburg,Europe,United States,Groton,Digital Art||Painting,Digital Art||Other,,Center for Advanced Visual Studies (CAVS) at MIT,1,0
438,Alberto Sughi,Italian,Existential Realism||Realism,1928/10/5,2012/3/31,83,20th-21st,Libra,Italy,Rome,Europe,,,Painting,,,,0,0
439,Alfred Freddy Krupa,Croatian||Polish||German||Jewish,New Ink Art,1971/6/14,,,,Gemini,Yugoslavia,Karlovac,Europe,,,Drawing||Education||Painting||Photography||Social,,,Academy of Fine Arts||University of Zagreb,1,0
440,John Randall Bratby,English,Kitchen sink realism,1928/7/19,1992/7/20,64,20th,Cancer,,Wimbledon,Europe,,,Literature||Painting,Figurative||Landscape||Portrait||Still Life,,Kingston College of Art||Royal College of Art,0,0
441,Geta Br?tescu,Romanian,,1926/5/4,,,,Aries,Romania,Ploie?ti,Europe,,,Collage||Drawing||Film||Illustration||Performance||Photography||Textile Art,,,"National University of Arts Bucharest||Faculty of Letters, University of Bucharest||Academy of Fine Arts||Institute of Fine Arts ""Nicolae Grigorescu""",0,0
442,Hans Richter,German,Dada,1888/4/6,1976/2/1,87,19th-20th,Gemini,Germany,Berlin,Europe,Switzerland,Minusio,Film||Graphic Design||Painting,Avant Garde Experimental,,Institute of Film Techniques,0,0
443,Larry Bell,American,Light and Space,1905/4/22,,,,Taurus,United States,Chicago,North America,,,Painting||Sculpture,Abstract,,Chouinard Art Institute in Los Angeles,0,0
444,Edward Robert Hughes,English,Aestheticism||Pre-Raphaelitism,1851/11/5,1914/4/23,62,19th-20th,Taurus,,,Europe,,,Painting,Portrait,,Heatherley's||Royal Academy School,0,0
445,Ivan Le Lorraine Albright,American,Magic Realism,1897/2/20,1983/11/18,86,19th-20th,Pisces,United States,North Harvey,North America,United States,,Painting,Figurative||Portrait||Still Life,,"The Art Institute of Chicago, Northwestern University||University of Illinois at Urbana-Champaign",0,0
446,Oliver Percival Kilbourn,British,Modern art,1904/10/6,1993/4/,,,Libra,United Kingdom,Ashington,Europe,United Kingdom,,Painting,,,,0,0
447,Paul Johan du Toit,South African,,1965/10/31,2014/1/9,48,20th-21st,Scorpio,South Africa,Johannesburg,Africa,South Africa,,MixedMedia||Others||Painting||Sculpture,,,,0,2
448,David Keith Lynch,American,Renaissance||Surrealism,1946/1/20,,,,Aquarius,United States,Missoula,North America,,,Film||Music||Painting||Performance||Photography,Fantasy||Narrative||Other||Surrealist,,"Tufts School of the Museum of Fine Arts,||Pennsylvania Academy of Fine Arts",0,4
449,"Nancy ""Nan"" Goldin",American,,1953/9/12,,,,Sagittarius,United States,"Washington, D.C.",North America,,,Photography,Avant Garde Experimental||Political,,School of the Museum of Fine Arts,0,0
450,Gisela Colon,American||Canadian,Finish Fetish||Light and Space,1905/5/19,,,,Taurus,Canada,Vancouver,North America,,,Painting||Sculpture,Abstract,,University of Puerto Rico||Southwestern University School of Law,0,0
451,Tania Bruguera,Cuban,,1905/5/21,,,,,Cuba,,North America,,,Installation||Performance,,,Instituto Superior de Arte||School of the Art Institute of Chicago,0,0
452,Beatriz Milhazes,Brazilian,Brazilian modernist,1905/5/13,,,,Taurus,Brazil,Rio de Janeiro,South America,,,Collage||Painting,,,Faculdades Integradas Hélio Alonso (FACHA)||School of Visual Arts (Escola de Artes Visuais - EAV) of Parque Lage,0,0
453,Alfred Wallis,British,Naïve art,1855/8/18,1942/8/29,87,19th-20th,Leo,England,Devonport,Europe,England,Madron,Painting,Landscape,,,0,0
454,Jane Schenthal Frank,American,Abstract Expressionism,1918/7/25,1986/5/31,67,20th,Leo,United States,,North America,United States,,MixedMedia||Painting||Sculpture||Textile Art,Abstract||Landscape,Married,Maryland Institute of Arts and Sciences (MICA)||Parsons School of Design||New Theatre School,0,0
455,William Saroyan,Armenian-American,,1908/8/31,1981/5/18,72,20th,Virgo,United States,Fresno,North America,,,Literature||Performance,,,,0,0
456,Guity Novin,Iranian-Canadian,Transpressionism,,,,,,Iran,Kermanshah,Asia,,,Graphic Design||Painting,Figurative,,,0,0
457,John Vassos,American,Art Deco,1905/3/12,1985/12/6,80,20th,Pisces,Romania,,Europe,United States,,Graphic Design||Illustration,,Married,Fenway Art School||Art Students League of New York,0,2
458,Bruno Schulz,Polish||Jewish||Ukrainian,,1892/7/12,1942/11/19,50,19th-20th,Cancer,Ukraine,Drohobych,Europe,Poland,Drohobycz Ghetto,Education||Literature||Painting,Narrative,,Lviv Polytechnic,1,1
459,Betty Parsons,American,Abstract Expressionism,1900/1/31,1982/7/23,82,20th,Aquarius,USA,New York City,North America,,,Painting||Sculpture,,,Miss Chapin's school||Académie de la Grande Chaumière,0,0
460,Makinti Napanangka,Australian,Contemporary Indigenous Australian,1905/4/13,2011/1/9,105,20th-21st,Aries,Australia,,Oceania,Australia,,Painting,,Married,Papunya Tula Artists Cooperative,0,1
461,"Domenico ""Mimmo"" Rotella",Italian,Nouveau Réalisme,1918/10/7,2006/1/8,87,20th-21st,Libra,Italy,Catanzaro,Europe,Italy,Milan,Collage||Graphic Design,,,,1,2
462,Richard Warren Pousette-Dart,American,New York School,1916/6/8,1992/10/25,76,20th,Leo,United States,Saint Paul,North America,,,Drawing||Painting||Photography||Sculpture,Abstract,,Scarborough School||Bard College,0,0
463,Helen Pashgian,American,Light and Space,1905/4/17,,,,Aries,United States,,North America,,,Sculpture,,,Pomona College (B.A.)||Columbia University (attended)||Boston University (M.A.)||Harvard University (Ph.D. pursuit),1,2
